date,tmax_degC,tmin_degC,rainfall_mm,humidity_pct,radiation_wm2,wind_speed_ms,dewpoint_degC,surface_pressure_hpa,soil_moisture,evapotranspiration_mm
23-10-1951,30.6,17.1,0.0,66,170.48502,8.8,16.8,947.3,0.457,3.37
24-10-1951,30.3,17.9,0.0,65,229.62816,11.5,16.8,947.7,0.443,4.37
25-10-1951,29.9,17.8,0.0,64,235.41516,12.4,15.7,949.1,0.429,4.55
26-10-1951,29.0,17.9,0.0,67,231.59574,16.9,16.1,950.6,0.417,4.5
27-10-1951,27.7,18.6,0.0,78,100.6938,12.0,18.4,951.9,0.428,2.0
28-10-1951,22.9,17.2,6.8,90,97.68455999999999,15.6,18.3,951.8,0.474,1.58
29-10-1951,24.2,16.9,1.6,80,84.72168,16.7,15.9,952.2,0.498,1.87
30-10-1951,26.7,15.5,0.0,75,227.54484,13.0,15.8,949.8,0.475,3.88
31-10-1951,27.9,14.7,0.0,62,234.72072,10.5,13.5,949.1,0.458,4.22
01-11-1951,27.6,15.1,0.0,65,235.76238,10.1,13.8,950.1,0.445,4.23
02-11-1951,27.7,16.9,0.0,73,233.79479999999998,9.9,16.5,951.0,0.433,4.05
03-11-1951,28.7,15.9,0.0,67,233.79479999999998,11.1,14.7,950.8,0.422,4.2
04-11-1951,28.3,17.5,0.0,59,232.98461999999998,9.2,13.1,951.6,0.411,4.32
05-11-1951,27.5,14.6,0.0,60,231.13278,11.6,12.2,951.7,0.4,4.38
06-11-1951,26.1,16.2,0.0,68,211.45698,14.1,14.8,950.8,0.391,3.81
07-11-1951,27.3,16.3,0.0,63,230.43834,20.1,13.2,949.9,0.382,4.4
08-11-1951,27.3,14.9,0.0,62,230.66982,14.3,12.3,951.4,0.372,4.29
09-11-1951,27.1,14.1,0.0,61,229.97538,9.4,11.7,951.0,0.363,3.88
10-11-1951,27.1,16.3,0.0,52,227.66058,10.5,10.8,952.1,0.355,4.17
11-11-1951,27.2,18.5,0.0,52,225.69299999999998,10.2,11.4,951.4,0.348,4.19
12-11-1951,27.1,18.9,0.0,50,223.26245999999998,11.0,11.6,951.0,0.341,4.14
13-11-1951,26.4,15.6,0.0,55,218.40138000000002,8.0,11.1,950.6,0.334,3.93
14-11-1951,27.3,15.9,0.0,58,217.0125,9.7,11.9,949.8,0.328,3.88
15-11-1951,26.8,13.8,0.0,63,216.4338,11.3,12.9,949.3,0.321,4.03
16-11-1951,26.7,16.8,0.1,59,180.78588,13.7,13.0,949.4,0.315,3.79
17-11-1951,27.7,15.6,0.2,64,100.34658,10.5,14.4,950.0,0.31,2.49
18-11-1951,27.5,18.1,2.1,60,104.74470000000001,10.4,14.2,950.7,0.305,2.61
19-11-1951,27.2,17.2,0.2,56,117.36036,10.0,12.7,951.0,0.299,2.76
20-11-1951,27.5,15.6,0.0,49,196.06356000000002,9.0,9.9,949.0,0.294,3.83
21-11-1951,27.5,14.6,0.0,51,203.23943999999997,9.4,10.1,948.8,0.289,3.99
22-11-1951,28.0,14.6,0.0,51,200.92463999999998,11.3,9.8,948.6,0.285,3.84
23-11-1951,27.6,14.8,0.0,56,191.31822,10.5,11.6,948.4,0.282,3.75
24-11-1951,26.1,16.4,0.0,80,199.76724000000002,11.9,16.9,948.1,0.283,3.24
25-11-1951,23.7,17.2,0.8,80,147.79998,10.9,16.1,949.3,0.313,2.36
26-11-1951,24.3,14.0,0.1,64,195.48486,10.9,10.8,950.0,0.33,3.47
27-11-1951,23.2,12.8,0.0,60,206.13294,15.9,8.9,950.8,0.32,3.67
28-11-1951,23.8,11.7,0.0,61,209.25791999999998,11.2,9.0,952.6,0.312,3.45
29-11-1951,25.1,10.7,0.0,60,206.71164,9.5,9.5,953.4,0.305,3.53
30-11-1951,24.3,10.3,0.0,58,206.0172,8.7,8.1,952.1,0.299,3.54
01-12-1951,23.9,9.7,0.0,57,206.94312,9.8,7.5,951.7,0.293,3.55
02-12-1951,23.1,9.8,0.0,54,206.5959,12.3,6.0,952.3,0.288,3.66
03-12-1951,23.4,10.9,0.0,55,206.94312,9.9,6.9,953.6,0.284,3.68
04-12-1951,23.6,10.6,0.0,54,205.09127999999998,10.7,6.8,954.6,0.28,3.64
05-12-1951,23.8,11.0,0.0,59,205.32276,16.1,8.0,954.8,0.277,3.6
06-12-1951,23.7,11.7,0.0,60,202.19778,13.3,9.1,954.0,0.275,3.56
07-12-1951,24.1,12.1,0.0,58,201.50334,10.5,8.8,953.0,0.272,3.54
08-12-1951,24.2,11.5,0.0,55,203.00796,10.9,7.5,951.8,0.269,3.68
09-12-1951,24.0,9.9,0.0,46,205.55424000000002,10.8,4.4,950.8,0.267,3.92
10-12-1951,24.0,10.8,0.0,51,204.74406000000002,12.4,6.2,951.3,0.264,3.86
11-12-1951,23.7,10.2,0.0,58,201.15612,8.2,7.7,950.9,0.262,3.32
12-12-1951,24.0,9.7,0.0,58,200.46168,7.8,8.0,949.4,0.261,3.27
13-12-1951,24.0,10.0,0.0,57,199.42002,10.2,7.5,948.2,0.259,3.52
14-12-1951,23.9,11.2,0.0,44,199.18854000000002,11.2,3.8,949.0,0.257,3.81
15-12-1951,23.4,10.8,0.0,40,189.2349,12.7,2.1,950.9,0.256,4.08
16-12-1951,23.1,9.0,0.0,40,203.1237,10.9,1.4,951.7,0.255,3.84
17-12-1951,23.4,8.2,0.0,41,203.23943999999997,11.4,1.3,952.1,0.253,3.83
18-12-1951,24.3,9.3,0.0,42,200.57742,10.2,2.8,954.5,0.252,3.8
19-12-1951,24.6,9.4,0.0,43,198.49409999999997,9.5,2.9,953.8,0.251,3.65
20-12-1951,25.3,11.0,0.0,39,199.53575999999998,9.4,2.7,953.8,0.25,3.77
21-12-1951,24.5,10.0,0.0,41,200.57742,10.0,2.4,955.1,0.25,3.81
22-12-1951,24.2,9.1,0.0,39,191.78118,9.2,1.3,954.8,0.249,3.81
23-12-1951,24.5,9.5,0.0,37,202.77648,11.3,0.5,954.1,0.248,4.11
24-12-1951,25.0,9.3,0.0,41,203.58666,10.8,2.4,954.0,0.248,4.06
25-12-1951,26.4,10.3,0.0,40,201.73481999999998,12.0,2.8,953.6,0.248,4.31
26-12-1951,25.8,11.0,0.0,42,200.46168,10.5,4.1,952.9,0.247,4.03
27-12-1951,26.6,10.9,0.0,39,202.19778,10.8,3.1,951.0,0.247,4.22
28-12-1951,26.8,11.1,0.0,44,199.99872000000002,10.0,5.9,950.3,0.246,3.62
29-12-1951,26.9,13.6,0.0,44,199.6515,10.8,6.2,949.4,0.246,4.16
30-12-1951,26.3,10.5,0.0,39,201.73481999999998,10.7,2.8,949.4,0.246,4.14
31-12-1951,26.5,12.2,0.0,33,201.61908000000003,12.6,1.3,948.6,0.246,4.39
01-01-1952,25.7,10.7,0.0,30,187.15158000000002,16.6,-1.1,947.1,0.246,4.32
02-01-1952,22.7,10.7,0.0,26,204.74406000000002,21.2,-3.5,947.5,0.245,4.53
03-01-1952,22.3,8.5,0.0,35,209.02643999999998,11.8,-1.4,950.6,0.245,4.05
04-01-1952,22.6,9.2,0.0,55,203.81814,15.7,5.6,950.5,0.245,3.4
05-01-1952,26.2,10.6,0.0,62,171.98963999999998,12.6,10.4,950.7,0.245,3.28
06-01-1952,25.6,15.9,0.7,66,165.16098,20.3,13.3,950.0,0.246,3.53
07-01-1952,24.3,14.8,8.9,60,176.96645999999998,19.9,10.1,949.2,0.254,3.62
08-01-1952,23.3,10.9,0.0,41,207.40608,10.2,3.1,950.6,0.254,3.95
09-01-1952,22.3,10.3,0.0,58,205.4385,12.9,7.1,949.7,0.253,3.41
10-01-1952,24.0,10.6,0.0,48,206.5959,12.3,5.4,950.6,0.252,3.62
11-01-1952,23.2,11.1,0.0,42,206.94312,16.1,3.0,952.9,0.251,4.16
12-01-1952,24.3,10.4,0.0,40,212.3829,13.1,2.0,954.1,0.25,3.88
13-01-1952,26.4,9.3,0.0,37,213.5403,10.3,1.3,952.5,0.249,4.37
14-01-1952,27.9,16.6,0.0,28,208.56348,13.4,1.9,951.5,0.248,4.65
15-01-1952,27.1,13.4,0.0,37,208.56348,14.9,3.8,952.3,0.247,4.77
16-01-1952,26.1,12.2,0.0,41,208.79495999999997,13.4,4.5,953.4,0.247,4.41
17-01-1952,26.3,13.4,0.0,48,208.44774,19.2,7.4,954.9,0.246,4.69
18-01-1952,27.0,13.1,0.0,41,209.25791999999998,15.8,5.0,956.0,0.246,4.86
19-01-1952,27.2,12.2,0.0,36,208.56348,14.1,3.9,955.3,0.246,4.76
20-01-1952,27.3,12.8,0.0,26,166.89708,11.1,-1.0,953.9,0.245,4.31
21-01-1952,26.8,14.4,1.5,25,138.65652,14.1,-0.9,952.8,0.245,4.43
22-01-1952,22.6,13.1,1.4,47,171.41094,13.6,6.1,951.8,0.263,3.71
23-01-1952,26.2,14.0,0.9,47,174.07296,14.2,7.1,953.3,0.269,3.83
24-01-1952,26.6,15.0,0.0,42,174.30444,14.9,5.6,953.8,0.265,4.3
25-01-1952,26.5,14.7,0.0,35,205.20702,17.4,3.0,953.9,0.262,5.12
26-01-1952,26.2,14.9,0.0,32,172.91556,17.6,2.4,953.3,0.258,4.65
27-01-1952,27.3,15.1,9.4,33,184.25808,13.9,3.7,953.6,0.256,4.5
28-01-1952,22.9,14.8,1.3,63,170.7165,16.5,11.4,953.6,0.27,3.37
29-01-1952,26.7,13.2,0.0,48,211.57272,15.8,6.6,953.3,0.277,4.52
30-01-1952,26.7,14.3,0.2,38,193.40154,13.8,5.2,952.1,0.272,4.4
31-01-1952,27.6,15.2,0.0,33,198.84132,13.6,4.1,952.4,0.267,4.7
01-02-1952,26.1,16.7,0.1,33,159.25824,18.0,3.5,951.9,0.263,4.73
02-02-1952,22.9,14.9,20.3,62,100.34658,14.5,10.1,949.6,0.286,2.28
03-02-1952,22.6,11.8,6.5,71,151.73514,11.1,11.0,951.1,0.316,2.62
04-02-1952,22.5,10.6,5.0,63,192.35988,11.6,8.2,951.5,0.334,3.21
05-02-1952,24.4,11.8,0.0,52,175.46184,9.6,7.3,951.3,0.324,3.26
06-02-1952,24.9,13.9,0.0,53,197.10522,14.4,9.0,950.2,0.312,3.84
07-02-1952,25.6,14.6,0.0,51,214.92918,11.2,9.0,950.7,0.303,4.14
08-02-1952,26.1,14.9,0.1,55,183.91086,13.2,10.4,952.0,0.295,3.79
09-02-1952,23.0,14.3,5.9,73,149.99904,18.1,12.6,950.0,0.325,2.59
10-02-1952,23.4,12.2,0.0,70,227.77632,10.5,11.5,951.0,0.33,3.74
11-02-1952,24.1,13.1,0.0,60,230.3226,11.3,9.6,950.7,0.318,4.0
12-02-1952,24.4,12.3,0.0,52,235.99386,10.5,7.4,949.7,0.307,4.13
13-02-1952,26.6,12.3,0.0,46,241.20216,9.0,6.0,948.7,0.297,4.28
14-02-1952,27.5,12.8,0.0,45,240.16049999999998,12.2,6.8,947.5,0.289,4.63
15-02-1952,26.7,15.0,0.1,52,168.28596,13.8,10.2,946.8,0.282,3.69
16-02-1952,25.9,15.1,0.2,52,209.48940000000002,14.4,9.2,947.6,0.279,4.11
17-02-1952,26.7,12.9,0.0,28,244.90584,12.1,-0.6,948.0,0.274,5.15
18-02-1952,28.9,11.9,0.0,39,250.46136,10.9,4.9,948.3,0.269,4.79
19-02-1952,29.8,16.4,0.1,57,210.76254,9.5,12.4,947.7,0.265,4.09
20-02-1952,28.4,15.8,0.1,58,198.95706,12.3,11.9,947.1,0.264,4.12
21-02-1952,27.5,15.8,0.0,61,205.4385,12.2,12.2,948.4,0.263,3.96
22-02-1952,24.9,15.1,0.0,49,242.35956000000002,18.2,6.9,950.5,0.261,4.84
23-02-1952,26.3,11.7,0.0,30,264.23442,15.2,-0.9,952.7,0.258,5.67
24-02-1952,29.5,11.9,0.0,26,264.23442,10.4,-1.3,952.9,0.255,5.52
25-02-1952,31.1,14.1,0.0,25,265.27608000000004,11.8,0.0,950.9,0.252,5.79
26-02-1952,32.8,16.0,0.0,19,266.202,10.4,-1.5,950.5,0.25,6.15
27-02-1952,32.2,15.2,0.0,22,266.54922,10.5,-1.3,949.2,0.248,5.72
28-02-1952,31.7,15.8,0.0,23,244.32713999999999,16.6,0.7,948.6,0.247,6.16
29-02-1952,31.5,18.8,4.4,31,224.18838,17.1,5.2,947.4,0.246,5.79
01-03-1952,28.6,17.7,0.2,34,234.60497999999998,15.5,4.7,945.3,0.247,5.65
02-03-1952,27.1,13.3,0.5,43,269.90568,17.3,4.6,946.5,0.247,5.62
03-03-1952,28.8,12.4,0.0,28,271.4103,9.7,0.1,948.6,0.246,5.33
04-03-1952,31.2,14.5,0.0,22,269.90568,10.6,-1.6,948.1,0.246,5.76
05-03-1952,32.8,17.9,0.0,19,265.50756,14.1,-0.5,946.9,0.245,6.47
06-03-1952,31.4,16.0,0.0,25,250.46136,17.4,2.2,946.3,0.245,6.87
07-03-1952,30.5,18.2,0.0,37,273.84084,15.6,7.8,948.0,0.245,6.35
08-03-1952,29.9,17.6,0.0,25,278.47044,17.6,1.6,947.4,0.245,6.72
09-03-1952,29.7,16.1,0.0,21,283.67874,14.6,-3.1,949.4,0.245,6.97
10-03-1952,29.8,16.0,0.0,19,278.70192,13.9,-2.8,948.8,0.245,6.77
11-03-1952,30.9,17.6,0.0,24,252.08172000000002,17.5,0.6,949.5,0.244,6.7
12-03-1952,30.8,18.4,0.0,24,257.05854,17.1,2.6,949.3,0.244,6.35
13-03-1952,29.2,17.4,2.7,38,230.78556,16.3,8.0,949.4,0.245,5.73
14-03-1952,32.8,16.4,0.0,27,249.88266,19.1,3.2,948.9,0.248,6.84
15-03-1952,30.1,19.5,0.2,29,258.21594,22.2,4.6,946.8,0.247,7.11
16-03-1952,29.6,17.8,0.0,38,289.11852,15.6,7.1,947.4,0.246,6.57
17-03-1952,29.6,16.4,0.0,17,299.99808,18.2,-6.0,949.6,0.246,7.16
18-03-1952,31.0,13.5,0.0,13,300.3453,11.0,-8.0,948.5,0.245,6.79
19-03-1952,32.0,16.4,0.0,16,298.84068,11.2,-4.3,948.4,0.245,6.77
20-03-1952,33.4,15.9,0.0,16,297.56754,13.5,-3.9,948.1,0.245,7.09
21-03-1952,33.8,19.8,1.1,14,249.9984,13.6,-3.0,945.7,0.244,7.08
22-03-1952,32.9,19.7,0.1,20,290.5074,20.2,0.9,945.7,0.244,7.7
23-03-1952,32.7,19.3,0.0,19,298.6092,18.4,-2.1,946.1,0.244,8.13
24-03-1952,33.5,16.9,0.0,15,302.08140000000003,12.0,-4.7,946.3,0.244,7.29
25-03-1952,34.9,16.5,0.0,18,299.30364,10.3,-1.8,948.1,0.244,7.11
26-03-1952,35.9,18.3,0.0,19,295.48422,13.0,0.3,948.2,0.244,7.52
27-03-1952,38.1,19.2,0.1,17,245.25306,14.1,-0.3,948.4,0.244,7.28
28-03-1952,37.3,21.0,0.0,18,283.33152,15.6,2.2,947.4,0.244,7.82
29-03-1952,35.5,21.8,0.0,23,299.41938,17.9,4.5,945.7,0.244,7.91
30-03-1952,35.9,21.0,0.0,19,306.82674000000003,11.3,0.6,945.3,0.244,7.35
31-03-1952,35.8,19.8,1.0,21,279.04913999999997,19.8,2.7,946.7,0.244,7.94
01-04-1952,35.2,22.4,0.2,24,237.61422000000002,20.0,4.4,948.7,0.244,7.98
02-04-1952,34.4,20.9,0.0,21,284.25744,16.9,2.3,947.3,0.245,7.35
03-04-1952,34.6,19.7,0.0,22,284.25744,14.0,3.9,947.4,0.245,6.76
04-04-1952,33.9,22.7,0.0,29,240.7392,15.9,7.8,947.2,0.244,6.49
05-04-1952,33.5,21.9,0.7,44,273.26214,13.8,13.1,948.8,0.249,6.09
06-04-1952,31.3,21.6,1.0,40,144.32778000000002,15.5,11.3,949.9,0.262,4.67
07-04-1952,32.6,20.8,1.4,38,238.07718,14.8,10.2,950.2,0.26,5.83
08-04-1952,33.4,21.0,0.1,27,294.21108000000004,12.9,6.3,949.1,0.261,7.06
09-04-1952,35.9,19.5,0.0,29,308.56284,14.0,5.5,948.1,0.259,7.58
10-04-1952,37.6,19.6,0.0,17,307.75266,13.4,0.2,946.4,0.254,8.19
11-04-1952,37.6,23.0,0.0,17,271.75752,18.5,1.4,947.2,0.25,8.4
12-04-1952,38.3,25.0,0.0,20,265.27608000000004,18.3,3.9,948.5,0.247,7.23
13-04-1952,37.1,24.3,0.0,19,261.5724,18.9,3.3,948.3,0.246,7.58
14-04-1952,32.2,24.0,0.0,36,221.98932,18.6,11.3,948.9,0.245,5.88
15-04-1952,37.4,23.7,0.1,29,270.13716,14.5,7.9,946.9,0.245,7.08
16-04-1952,36.6,22.9,0.0,46,297.4518,17.5,15.2,946.1,0.246,7.24
17-04-1952,37.7,22.6,0.0,42,286.10927999999996,16.3,14.0,945.9,0.253,7.16
18-04-1952,35.8,22.8,0.0,40,275.34546,18.0,13.6,946.1,0.258,7.21
19-04-1952,36.5,23.9,3.0,38,247.22064,13.9,13.2,945.6,0.254,6.11
20-04-1952,36.5,25.6,8.5,29,189.35064,19.4,8.8,946.5,0.251,6.75
21-04-1952,33.6,25.5,0.6,35,159.25824,29.8,11.0,945.8,0.249,5.95
22-04-1952,35.7,24.4,0.1,29,273.03066,26.9,8.3,944.8,0.249,8.98
23-04-1952,38.3,23.3,0.0,29,265.6233,26.6,5.5,945.6,0.247,9.29
24-04-1952,38.1,24.3,0.0,24,318.51648,26.2,4.6,947.4,0.246,9.66
25-04-1952,38.6,24.2,0.0,22,313.53965999999997,20.6,5.9,947.4,0.245,9.84
26-04-1952,38.6,24.5,0.1,25,294.09534,21.1,7.4,946.4,0.245,8.96
27-04-1952,38.5,24.8,0.0,21,296.87309999999997,25.9,6.3,946.9,0.244,10.08
28-04-1952,37.4,25.3,0.0,29,298.26198,22.8,10.1,948.2,0.247,9.44
29-04-1952,36.8,25.1,0.6,32,299.53512,25.0,10.8,947.8,0.259,9.33
30-04-1952,35.7,23.2,0.0,34,310.06746,21.6,10.6,945.4,0.265,8.62
01-05-1952,37.6,23.1,0.0,32,296.06291999999996,18.0,10.5,946.6,0.259,7.78
02-05-1952,38.7,23.9,2.6,32,254.0493,17.3,11.1,946.3,0.258,7.16
03-05-1952,37.4,25.5,2.4,32,270.02142,22.1,11.5,946.0,0.276,7.84
04-05-1952,35.5,24.5,1.1,35,270.2529,19.3,11.3,945.9,0.293,7.51
05-05-1952,37.6,23.8,1.7,30,263.77146,19.6,9.2,947.5,0.288,7.96
06-05-1952,39.4,23.8,1.3,20,275.57694,14.4,4.5,947.9,0.28,7.73
07-05-1952,39.7,25.7,0.0,21,290.39166,16.1,6.8,946.2,0.268,8.48
08-05-1952,39.8,27.2,0.0,23,305.66934,21.9,8.8,946.1,0.259,9.91
09-05-1952,39.6,25.8,0.0,26,310.29893999999996,18.4,9.5,945.8,0.253,9.69
10-05-1952,39.1,26.0,0.0,33,288.30834,24.4,12.6,946.0,0.257,9.07
11-05-1952,38.4,25.1,0.0,32,300.57678,22.2,11.6,946.6,0.263,9.09
12-05-1952,39.5,26.7,0.0,25,284.37318,17.8,9.6,945.9,0.257,8.8
13-05-1952,40.2,27.6,0.0,21,298.0305,17.4,7.7,942.9,0.253,8.8
14-05-1952,39.2,26.7,1.3,26,277.54452,19.8,10.4,942.1,0.249,8.46
15-05-1952,39.4,27.4,0.0,33,298.6092,22.7,14.0,942.9,0.25,9.02
16-05-1952,40.7,26.3,0.0,27,311.91929999999996,17.8,10.1,943.7,0.254,8.48
17-05-1952,39.3,27.0,0.4,29,285.18336,17.1,12.0,942.9,0.249,8.87
18-05-1952,39.5,26.4,3.4,31,255.32243999999997,18.0,12.4,943.5,0.247,7.5
19-05-1952,37.3,27.9,1.8,30,260.06777999999997,15.8,11.9,944.0,0.246,6.7
20-05-1952,37.7,26.0,0.4,32,240.97068,14.0,11.5,944.0,0.246,6.72
21-05-1952,37.6,25.8,13.6,44,217.12824,13.6,15.5,943.5,0.254,5.32
22-05-1952,37.5,25.7,8.1,48,201.73481999999998,19.6,16.7,943.4,0.265,5.39
23-05-1952,37.4,26.3,2.4,50,216.89675999999997,24.2,18.0,941.3,0.276,6.93
24-05-1952,39.6,26.6,1.2,38,209.25791999999998,26.1,14.9,941.2,0.287,8.32
25-05-1952,40.8,26.1,0.0,36,308.56284,24.7,13.6,942.0,0.278,10.08
26-05-1952,39.3,25.4,0.5,46,286.91945999999996,28.8,17.5,942.7,0.269,8.81
27-05-1952,39.1,25.2,0.1,46,262.03536,24.1,17.3,942.3,0.264,8.18
28-05-1952,38.9,26.1,0.0,43,246.98916,24.2,16.5,941.9,0.258,8.29
29-05-1952,39.3,25.9,0.0,38,289.23426,25.1,14.8,942.5,0.253,9.71
30-05-1952,36.0,26.2,0.0,44,112.96224,23.8,16.0,942.9,0.252,5.91
31-05-1952,37.1,24.9,1.1,39,174.30444,17.3,14.0,943.5,0.254,6.15
01-06-1952,35.6,25.3,5.3,47,126.27234,22.1,16.7,944.9,0.253,5.37
02-06-1952,37.0,24.0,11.2,46,174.1887,16.5,16.0,944.9,0.267,5.41
03-06-1952,34.1,25.0,2.4,51,228.81798,17.8,18.0,944.1,0.266,5.62
04-06-1952,35.2,25.1,25.7,60,207.52182,15.6,19.9,944.0,0.29,5.03
05-06-1952,35.2,23.9,7.2,62,288.65556000000004,20.2,20.5,941.8,0.396,6.49
06-06-1952,36.3,24.7,0.0,48,300.3453,22.7,17.3,942.9,0.366,7.63
07-06-1952,37.1,23.9,0.3,44,288.19259999999997,22.7,15.6,945.1,0.338,7.29
08-06-1952,37.9,26.6,1.4,36,276.0399,18.2,13.9,946.2,0.31,7.6
09-06-1952,39.7,26.8,1.7,31,245.13732,17.3,11.7,944.1,0.289,8.16
10-06-1952,37.8,25.6,0.6,44,282.17411999999996,19.1,16.4,943.2,0.276,7.68
11-06-1952,38.8,26.0,0.9,47,283.91022,26.4,17.9,942.7,0.273,7.82
12-06-1952,38.7,26.2,0.2,50,294.5583,22.7,18.7,943.2,0.277,7.75
13-06-1952,37.2,26.0,0.2,56,278.81766,22.0,20.0,942.1,0.29,7.07
14-06-1952,37.3,25.4,0.2,51,297.91476,21.0,19.1,941.5,0.314,8.01
15-06-1952,37.7,25.4,0.0,48,293.40090000000004,20.4,18.3,941.3,0.295,7.51
16-06-1952,37.1,25.3,0.1,53,281.36393999999996,16.3,19.6,941.0,0.288,6.44
17-06-1952,36.8,25.7,3.9,58,273.84084,15.2,20.9,941.7,0.303,5.83
18-06-1952,35.1,25.7,6.0,66,260.18352,17.4,21.9,941.3,0.34,5.53
19-06-1952,31.2,23.4,4.6,80,200.11445999999998,15.1,22.8,941.7,0.449,3.93
20-06-1952,29.1,22.9,11.4,82,110.87892,17.2,22.1,941.5,0.456,2.48
21-06-1952,28.9,23.2,21.4,82,139.92965999999998,21.3,22.0,941.0,0.476,2.98
22-06-1952,28.4,23.5,0.1,82,184.95252,21.9,22.0,941.0,0.482,3.49
23-06-1952,28.2,23.1,0.2,81,208.56348,26.2,21.4,940.8,0.473,3.92
24-06-1952,29.2,22.7,2.0,81,193.17006,22.2,21.8,940.0,0.482,3.78
25-06-1952,30.2,22.9,2.7,78,167.823,19.2,22.4,940.0,0.469,3.77
26-06-1952,29.3,24.1,0.2,80,135.76302,26.5,22.3,940.0,0.462,3.28
27-06-1952,26.5,22.8,30.3,88,47.800619999999995,20.5,22.3,940.2,0.486,1.34
28-06-1952,24.6,23.0,57.7,93,29.39796,23.4,22.2,939.6,0.487,0.81
29-06-1952,25.5,23.0,27.3,95,66.43476,24.7,23.1,939.4,0.484,1.21
30-06-1952,27.0,23.0,0.0,88,89.92998,21.4,22.6,940.0,0.482,1.96
01-07-1952,30.4,23.2,0.6,77,202.66074,24.0,22.0,941.3,0.47,4.34
02-07-1952,29.9,23.5,0.9,75,230.9013,23.7,21.4,942.3,0.454,4.7
03-07-1952,30.8,23.5,0.2,73,243.40122000000002,22.0,21.1,942.9,0.439,4.94
04-07-1952,30.5,22.7,2.7,77,175.92479999999998,23.2,21.9,942.7,0.432,3.7
05-07-1952,26.6,23.6,26.6,86,60.1848,21.8,22.5,942.4,0.475,1.5
06-07-1952,23.3,20.4,4.9,93,56.24964,17.1,21.0,940.8,0.487,1.09
07-07-1952,26.2,20.3,14.1,83,117.01313999999999,19.1,19.7,941.2,0.45,2.45
08-07-1952,28.6,21.5,1.6,74,211.8042,21.3,19.9,943.0,0.432,4.37
09-07-1952,29.3,21.9,0.7,78,213.30882,20.4,21.4,944.6,0.426,4.16
10-07-1952,29.5,22.6,0.0,77,212.73012,20.7,21.4,944.9,0.421,4.16
11-07-1952,30.0,22.6,0.9,79,229.28094,17.9,22.1,945.4,0.413,4.31
12-07-1952,30.3,22.9,0.9,77,220.36896,16.2,21.9,944.9,0.405,4.3
13-07-1952,29.9,23.2,0.6,79,208.9107,19.9,22.4,943.4,0.398,4.16
14-07-1952,29.6,23.8,0.3,78,230.78556,22.8,22.1,943.5,0.393,4.5
15-07-1952,30.2,23.2,0.6,75,217.35972,20.3,21.6,943.8,0.384,4.48
16-07-1952,29.9,23.5,0.6,82,217.0125,17.7,22.7,943.4,0.387,3.92
17-07-1952,30.3,23.4,0.8,81,221.52636,16.8,22.7,942.1,0.401,4.09
18-07-1952,29.4,23.2,0.7,84,248.60952,16.8,22.7,940.7,0.43,4.28
19-07-1952,29.7,21.8,0.6,83,256.71132,13.2,22.5,941.3,0.459,4.55
20-07-1952,29.7,22.7,0.4,79,234.83646,25.5,21.5,941.6,0.434,4.43
21-07-1952,29.1,23.1,3.9,77,174.88314,25.5,21.0,941.3,0.423,3.79
22-07-1952,28.9,22.7,5.4,79,184.0266,26.8,21.1,942.4,0.425,3.77
23-07-1952,29.3,22.0,5.8,82,170.1378,23.0,21.7,942.7,0.432,3.47
24-07-1952,29.3,22.7,3.5,82,161.11008,20.4,22.1,941.4,0.429,3.41
25-07-1952,28.5,23.3,4.8,85,128.4714,20.2,22.4,939.0,0.422,2.69
26-07-1952,26.2,23.5,7.2,86,62.73108,27.2,22.1,938.4,0.43,1.84
27-07-1952,26.6,23.1,20.9,85,89.00406000000001,24.4,21.7,938.3,0.431,2.21
28-07-1952,26.5,22.8,29.8,88,79.51338,27.0,22.0,938.0,0.429,1.84
29-07-1952,24.2,22.6,9.3,90,76.9671,24.6,21.3,939.6,0.478,1.55
30-07-1952,23.6,22.2,22.2,94,79.62912,24.9,21.6,938.4,0.495,1.4
31-07-1952,25.3,21.6,23.9,90,51.620039999999996,27.4,21.3,937.7,0.464,1.43
01-08-1952,23.9,22.1,7.3,94,58.91166,25.5,21.8,937.3,0.486,1.14
02-08-1952,24.2,22.3,5.6,95,74.0736,16.1,22.3,937.9,0.467,1.25
03-08-1952,25.6,21.5,12.1,94,94.67532,16.1,22.2,940.4,0.481,1.63
04-08-1952,25.8,21.4,6.5,91,44.09694,20.2,21.6,940.9,0.493,1.18
05-08-1952,27.6,22.7,3.4,88,159.37398,26.8,22.0,941.5,0.499,2.8
06-08-1952,28.1,22.3,1.4,81,178.00812000000002,23.3,21.0,941.1,0.491,3.6
07-08-1952,27.6,22.7,2.7,84,184.0266,25.4,21.6,942.2,0.478,3.37
08-08-1952,27.7,22.8,1.1,85,158.33231999999998,23.1,22.2,943.0,0.481,2.88
09-08-1952,27.9,23.2,1.3,87,188.19324,17.3,22.4,942.5,0.481,3.27
10-08-1952,28.5,22.0,1.0,84,200.2302,19.1,21.8,943.3,0.481,3.57
11-08-1952,27.9,22.6,0.8,86,212.96159999999998,16.7,22.0,943.0,0.47,3.64
12-08-1952,28.1,22.4,1.4,86,211.34124000000003,18.9,22.0,941.9,0.483,3.56
13-08-1952,29.1,23.1,2.7,81,153.47124,16.8,21.8,941.6,0.493,3.19
14-08-1952,27.6,23.1,3.2,85,175.23036,19.5,22.2,942.5,0.479,3.16
